Numero_Vente,Identifiant_Client,Identifiant_Produit,Quantité
5418ecdc-4dd4-40c6-b0e9-1b0fdc32b60a,662,51,1
38b96ced-5c62-4a37-afbf-70b0181d05f7,329,231,4
eec75511-867f-4dd2-aeab-c254b82bdea3,39,224,9
834bd112-c539-4c32-9b3a-fd7979f54bd9,420,442,1
3e48013c-d9de-473d-a3c2-d60a35d387a3,370,362,3
0fce3de6-9889-47ba-9fa8-0dd362f6fbd4,301,480,6
39727793-ff49-472e-bb24-9b530f184bb9,355,490,8
8fc7f5a6-d0c2-45b1-8c3a-1674b87ebcd5,133,209,3
dc8d152a-2ca6-49ac-82ee-c83e55aee81d,976,347,3
626552a0-d42f-419d-8ae3-86b883fc7c6a,565,196,8
86a58993-d531-4f47-b403-d1165d1bca4b,605,344,1
4c38640b-2772-45a4-813c-55c06a986d79,318,230,5
a3c11722-bcdb-4f67-ae90-2d265b2819fb,488,188,7
0f7c0767-0312-44f9-8f7b-d2198ab68ddc,903,178,5
8ffcd362-2297-485e-875d-20f27a1b0de0,357,307,7
426a73ee-59df-4047-b8dd-fae92f84a963,561,351,1
6ebfb151-b925-4aff-b936-36fd13a4ec25,684,473,7
c036a79a-8431-478a-b274-619183daafa4,544,203,4
488a48a2-4210-4f7e-a376-4d4bcffb810f,897,96,3
2b40ad9f-f2d0-4620-8456-d0bee886bea8,292,306,7
5ce88b5a-c00a-47eb-b070-87dd0ed4fc5d,323,84,5
aaf6d9eb-6eef-44b4-b006-597f68c250a5,430,490,9
535ee776-157f-4279-b0d8-4fbf016f604e,818,416,7
6ec7e5df-7b25-463d-b86b-7f0442239585,292,27,7
186d8a9d-5168-43e1-bb2b-ef07b5591847,32,206,3
2a1c12f6-e304-45ca-a2aa-b9fedcedbb43,373,36,3
dea2f257-5ccf-444d-bd9c-8752052fc85c,486,433,4
e11d0031-023f-48f2-b3fd-68109308c644,521,301,8
eae31dab-c7c0-4141-b508-246083abe890,871,341,3
67730f23-eb6f-47cf-b362-8f32bbca23be,198,218,2
82d98892-eb56-47ae-820f-aadb1a95f164,602,26,8
3dd30a3d-28a1-4a65-b1e1-a5e235ce5450,984,195,6
82fd3b41-fae4-4896-8a38-ad504442ee80,305,12,2
e8fbbbb1-742b-436d-ba1d-57b288e01d02,585,85,8
ecbd172d-56f2-4f61-b08c-a6326e7c5f15,641,26,3
910b61a8-4215-47f7-9264-6eb70a583100,512,347,7
0bf78af2-f5dc-4bd5-8260-68c7eebab59b,934,101,1
37ba5117-3325-488a-8f77-0b3f7311b792,188,474,7
844c7e84-dcc5-495b-b6aa-50bd1416acc9,895,107,8
f5480c51-4e02-4899-872f-fa894a49fe94,3,255,8
73257b55-6b51-449f-b3e8-e5d4d48f61e7,482,477,3
c94aebc8-ada9-4d5e-adaa-753e71503e97,709,458,3
cd077e97-2144-4275-aedb-d0998b386fdb,266,98,3
28535f7a-3d0c-40bb-8432-a4917490eb43,550,84,6
74c86e85-4953-48fb-938a-932e5efa12c6,830,23,3
39e506e1-9fbf-4130-82e6-fb1c645ef862,501,116,8
d28a5e0d-ca7c-4057-8da8-00c18d471ada,897,338,7
a74f88c6-4bed-43c9-aa5a-7e809df7ce35,584,49,3
b0fea76f-6b67-4a7c-a14a-fa8d9e25e6cd,953,468,7
d12e9acd-2afa-4fef-9ac7-7a264d7d9d06,668,441,5
f68a716e-418d-40a2-b967-48312fd9f4f4,789,226,9
b61df515-86af-4e3e-ad9e-d2da792daa32,9,316,4
bfaa4824-edc9-4d20-8f3e-c02cfb190d9c,694,342,1
341df05e-94a1-42df-8716-d5b79d11ab77,125,178,9
8d5ec7ad-b657-4c23-adc1-e0219922842d,88,223,3
bebaad6a-55a1-4f0e-b7de-0fd7118ad9ea,654,224,3
e2c84ad0-f811-4a2b-8965-6172e1f0d681,944,484,1
36e1cbd7-d986-420f-b9f2-718feb8dd7c4,510,456,7
584d2576-3d02-4238-9e17-8af6a1db19e5,739,436,7
11f6a5c8-5650-49db-b509-eb36b4eb65c6,104,132,5
a4a6bdbb-bb1d-4187-b9e0-3931c3385847,951,369,4
4a49b65f-cfc4-4516-a266-1a2f6d25e413,626,111,8
44239312-1497-4a2c-a453-b9632c818773,434,32,4
c6dc47bb-c2a5-4666-9914-f45523dd561c,681,108,9
100bd22a-4e94-4a41-8177-dd250e1dae5d,119,94,2
57b4fcd8-8051-452a-9327-916f49938ec7,774,155,9
d9a86ede-5be8-40de-a260-6cf0579fc5b2,910,387,5
35986051-3625-4e13-b5c7-7951dd41a4e9,474,353,5
0ba04ea3-d4c9-4a48-821d-bd35d60d5b5a,55,244,6
e96040da-7336-4cec-8b15-a89db4e0c8b0,854,485,2
68030561-a4d9-4b5a-b667-377bf10563bd,549,235,2
3629e6d1-4bc2-4830-8840-93e6840be2cb,129,370,5
837fba32-5593-4a87-961d-f5325a60a3cd,499,395,8
141b49b6-cee0-4a4e-b95b-37b23cc516ac,973,22,3
002714c0-0f9b-499c-bee8-d72ad9bcf7b4,919,98,1
a694eb4e-a1e3-4437-8194-9c594fe7132d,720,13,3
da0c732c-a98c-4a2f-ad49-8fc41950688f,898,193,6
03dde6b3-4eee-4da3-b4a5-e43c0d2268f9,731,402,5
acc81d14-26c2-407a-8a52-7e77943417ab,83,130,5
6baa8030-75e0-4fab-b390-10ad5282770c,428,25,9
b2acfdec-a518-437e-849b-b6b8e3a88062,446,471,6
46caeccc-1ed5-4e7f-810f-9c5e5a6041df,332,245,3
dcdff457-3566-4273-82be-74eb6545c784,518,401,2
36c2cac9-1ee5-4b9f-9375-f622a4674e8f,857,99,5
10b53af6-8ea4-42a8-a2da-ba5bad9c2265,133,494,7
2ef5d119-6ff0-4b93-ba0f-7c69447d7703,228,178,2
64b6befb-0857-499f-8aec-0f621748658d,438,250,6
f339ecfd-1a0b-4678-8fa2-2dae6d869241,310,33,4
206084b2-45df-43ec-9cc7-7f3ea02413d0,736,426,6
175957f4-7058-48d0-b0ac-23181fec1897,144,350,3
2cd2d8b1-a34d-4135-a9bf-f5ab4917e96b,619,485,5
f0896581-d3bb-4f36-8398-be99982ce5fe,206,450,7
4a50e98a-09ce-43bd-b03c-462455e4b028,667,438,2
9c5b13c8-ba0d-435f-9255-21cb2b41599c,120,258,2
d2e4f1c9-2fb2-44cb-ad78-9eac0e8d4029,188,262,5
6e586eff-6bc5-4b50-84ca-f4b9824a13eb,62,128,5
ab752249-da3b-43da-9299-2150341030dc,358,37,6
0637ac89-8381-485c-90d9-d9c827b91d07,675,181,9
6a3d28c1-34f2-464d-80bd-5c9c29afa6dd,865,107,5
d9647b07-d6d7-425f-9a7a-a40ed482d197,834,358,9
1f77b020-4f7f-46b5-b470-a9e0928518e8,841,143,9
af97fb9e-ce6e-421c-85c5-750d470d9b50,157,477,8
992075ae-2977-402a-a3e8-d331ab69658b,252,391,4
afb0e3e6-0f49-4c20-9830-95bf825054c3,984,118,2
5756109d-a6f9-4bc4-94d2-0b299beb9068,621,56,8
d9d17799-1a21-4a38-ba46-e9b8b7761c11,697,119,9
77a38f45-7d97-4a10-8551-d82fa4f3fe52,33,497,9
e0f4526e-260d-48d5-a89c-d71f9ee29a25,383,47,1
ba571a9f-b3fd-4f9b-9d2f-b3ae4806a26d,498,20,2
753e0c44-424f-4068-8705-b0d7a28a0f73,137,459,1
31be7137-46fe-4b35-a869-09ed73728d87,553,270,9
08b3e0d6-8ffc-4e32-b8f6-a4608b4fa32a,392,454,1
4d641618-a131-4397-ad6a-d0b4e3f70179,792,247,3
54ae7f0e-ea3e-47d1-8f6e-76d8001ca157,218,353,5
ac3c4da8-67b9-45bd-b963-00ad9ad466fc,122,402,2
d3268ba2-a30d-45d1-b683-683d6599159e,919,334,4
0b36e045-1247-4ebe-94ff-d39391564725,829,191,9
b8612cb5-9ac5-41f7-a64e-f6c192747b63,313,342,1
3fa347a4-358e-45f3-a3c7-874baab6523f,384,371,3
9dff2b0d-3250-4be6-866b-5f3ad52e49cf,136,243,4
6ffa74a7-3e92-4c77-811e-8539fc8733e8,405,183,2
401a0a6f-b55e-45c2-a23d-273be78c0af9,346,125,7
0a162132-6edf-4a4f-9cb6-c36701765eec,125,466,3
33a374f4-32d7-4709-941d-e2e0cc6d4b77,146,455,2
238e9262-73da-44f8-8504-f8a37e383d53,57,34,1
5fe30bad-2f44-41cc-9437-d7bc498d3594,848,107,1
fc8baf1e-4425-4581-8a22-829094ae84c8,461,77,3
8a894919-8368-459b-9b76-7af011883c49,675,123,6
f7fe7ffa-b2f1-46cc-8e4e-f1cd9af10d83,896,279,3
68cba9e7-5e24-40b7-8c74-dffee16ccb8a,563,362,7
cc637a3a-88d1-4700-a930-467947da4a7c,866,444,5
2d5a4cab-a4aa-4992-8056-65f80366d38b,407,328,1
77c29121-9cab-4c7f-9e1a-df411c5576bc,499,153,9
6f89b0d4-90df-4b5f-a9e1-58e4129c040b,84,330,4
b4eb196f-77e5-4e28-b690-02f616a34813,630,205,5
e044359b-ad8e-44e1-b34b-de1ea9fc9628,743,147,7
b05b9fa3-e462-4a0b-8032-fdbb5f084c04,639,436,7
30eb7796-441a-493b-848e-2fc4904b7c09,362,280,9
77298e14-9db9-4161-8bf9-3da7afc6fbf1,420,277,9
1b492091-f9a6-45f4-b666-60244718371d,751,241,3
1ae91356-fa00-46c6-8a8b-74364b414a98,856,471,6
78fcd8fc-eda4-49ad-aaa1-027c00c4fe67,158,256,7
55549fa7-e29a-40e8-adc5-c7debbd64ce4,859,313,2
05cf6a9e-da2f-4ec7-bb16-4d6085618205,770,15,7
ec1a5302-844c-42c4-8744-d395f1dcbaa3,143,96,8
de6d2833-f54c-4f0a-8ee5-3b22e0305296,169,254,4
44a5e9eb-f224-4763-bf46-43cca38fafb5,351,303,7
cf7bfc5a-97a4-4a3f-ac36-0415d3ec2c23,525,302,5
716fdef5-887f-4c0b-b188-94732ec5492f,501,351,1
45313981-cf6e-4344-9818-9b6732619431,206,313,4
15a823a6-0687-49d4-9c4e-ff228d4f8d8a,300,279,6
a0e3bdf6-7122-4a7a-ad6d-b8f0b8ed3129,3,239,7
96fd0d97-ba22-462f-899a-10545608745e,700,290,1
de33fcda-9f51-4ae9-983d-1f6461d9af5a,687,390,8
af8bf5a7-3768-472c-80f3-62001f6e100b,472,255,5
371db8e4-da17-4511-9d37-4a70babfa419,854,255,7
708b1e85-7c00-4d6e-8e17-7dd3dba173e3,153,349,3
88974c3b-b650-43b2-81fe-63e5f20ec9b6,895,469,1
4dd9b6fc-7650-49bb-97d6-21feac390ff0,887,202,6
28110246-a3da-442f-a713-f5113a00736e,903,384,8
3e02c312-6e43-4228-8461-b94cece4a70e,136,451,3
df39afa4-5a85-4f4a-bd65-adbe89b11928,314,32,3
c60cb747-fda4-49a5-9061-0576bbf7750a,193,8,9
b5294eeb-7aa1-4f8f-b7da-e4cef19a00a7,928,187,5
058a9b01-21d2-4a33-927a-2290cdedbf90,749,290,7
08dbcfd2-9de7-4eef-88d9-e8f041cdc370,21,462,3
f5eb87fe-957f-40e0-befa-e4e0ccfe3ca7,456,351,3
a72b30bf-8a02-459d-b552-4d80a9c89358,350,460,9
db1d2a0a-5a1b-44f5-b621-1917c0746adb,883,79,8
021f8fc3-3837-4daf-b373-ea5164a08870,751,250,7
d2654b7d-e570-4f86-b721-8f066f88d780,678,481,4
65b186b6-eb2f-4d55-a5f6-6bc7849c8aed,532,290,4
60c88a37-059e-4551-999f-cbbe35862ee6,699,471,6
f70c7362-db9d-473b-8625-8a535dbb8132,292,339,5
93e6799c-2a77-4391-a834-4fe65ee17d3d,966,197,1
217c90c4-ff7d-4dda-b58e-422dd5b426a5,654,312,5
24048c8a-2a2a-4588-855f-ba1e4de72eca,380,191,3
f0c55ceb-c461-4e7a-9f5f-baa7e5c1837f,616,343,3
b7948d0b-1f5f-487b-a165-724e6e282c31,741,389,9
27031e90-aa68-4204-8937-fde73b860f16,456,173,3
aad1099d-8871-4d3e-ad11-6bd2802f0263,747,158,8
d1f7dcfa-de9d-4299-92e3-e7d5b4f80a16,651,24,9
e3b6f8c0-4aa0-4fca-b17f-bc442b75af3e,275,207,7
452337a4-2980-4550-9248-ab5ce48ac0d2,557,11,6
63576514-f492-42f6-8322-8ce2b0ae66a8,14,455,9
45b2ecbb-fc7e-4b8c-9e16-857159a38fb5,367,134,2
19cd282b-303e-4439-9f9c-4a6562a33445,688,192,6
5c089932-ae37-4aa4-a45f-b9162b370d80,145,493,8
baf3be33-358d-4c43-95de-fe5c2ec2553d,887,145,9
8e3d28fe-792e-4dd9-9e67-a480ea401285,130,189,8
9466139d-f13b-487f-a0b9-1d7629a8ffa9,574,451,6
dbc2f9ea-0819-44b9-b13d-a4629a3e7cea,169,180,9
a2f0f869-e7d3-47bb-8d8c-8e137f0187c6,631,52,2
67aacdd6-d003-4309-ba43-ec2e885391cb,578,252,8
7e4b1e28-e860-486f-8e3c-8385b23a9028,192,64,6
addaa19e-44d2-4bc0-ae47-a86573f1f1e2,585,10,5
3fe174b7-b8f2-4df4-b209-68dda69539a3,333,189,6
1c6e32df-5f81-433c-a926-5d9d05ab2440,826,460,5
775346c5-2df3-485b-8506-83b69f4cb332,298,269,9
2cee1d8d-3838-492e-836d-571ac81870d6,890,324,3
d5c640a1-881a-4619-b709-ab21dcc91eb0,364,240,5
2f9d717f-14a2-42a4-8156-77b6ce5794e4,784,240,9
17604092-15cc-41b3-8109-d2a2ada7076d,91,136,9
ddce48b6-5d88-4542-ad06-a3139eb1d8fa,711,208,6
a4e9590e-415f-4bca-b1b4-c146ddde75bc,747,125,1
86f862c5-e5e5-470e-9d77-8f7e2d5465a3,340,80,1
524b0735-108b-4990-a19a-76d0976673c2,494,446,7
9a518a5a-df10-42d6-9ebb-a23dff88041d,134,325,9
ed810ebb-0720-4741-ba45-8be972bc5b79,482,106,7
27a90f2b-0924-46a2-8ae1-a8cb7714f2ee,875,134,6
004ade28-cf5b-468b-ab1e-92b738677e92,318,476,1
ad1764c8-6730-41d0-9659-7930ed5062c9,229,279,6
1b4134d0-47aa-4208-a802-65bfad48d857,214,138,7
6da85353-12da-47c4-ab81-e00651e95367,912,84,7
e6d76748-b07f-4cbd-8483-42e55a422f51,918,19,8
d7298c25-35f9-4450-a146-05ffe5905078,554,309,4
7350b628-3cb3-45fd-9f70-3fa3bead784f,605,30,7
804ec75e-b44a-4ad3-9c79-eb1917869c5e,946,66,8
8b9b2030-c2dd-43d1-93f2-0c6b8ebd587b,46,402,9
ef842287-c735-4930-a1eb-6245a4fed5a3,536,268,3
065479d8-e493-4df7-85ac-3e8832e75ac0,630,40,9
1b28c1cd-5b92-4813-9db2-7258e3fc93f6,856,266,4
24ae7637-fbe4-404f-ad3d-a938bb8d400d,931,253,6
2df60e5b-15e7-4639-91c4-62f1cfc696a5,892,364,9
701b2c7c-d8c0-4a17-aed8-8062fa93ab22,401,438,1
2750c4b7-aa6a-44a5-aaee-3af09523b976,81,336,7
83627f63-c416-42b1-b3a2-060424d127c6,738,295,5
7654c9bf-417b-4118-963e-151a57720cb7,7,198,7
189f29ae-8917-445a-9d9f-0e10b9b412ad,691,2,1
15280541-e2a4-4c1c-9ea8-0d4b6b27fad5,204,7,8
b59fc948-ec51-498e-b718-224ea7eb15ac,495,28,3
d9da45eb-4bf9-4466-99d1-42dba9dd66f9,763,368,8
2a0f6572-b71a-4d05-b989-a3f3f2907c3c,389,128,5
e9366b5e-57aa-4e24-baa8-c633815837fb,731,458,7
21780a02-fbee-4861-a3ef-fa5fefba361b,295,470,3
8bf5ad90-79e9-4d35-a55f-fe05f5305133,497,121,2
bd2afa64-9c22-43b7-b082-d011128e81cb,411,402,8
4dfd0c82-3b20-4ab1-905b-76e6bcbc8db0,411,287,2
e02234b1-1992-46f2-b915-ba5f8b864e09,344,310,5
b145236d-ffda-4f40-88e2-b7a564f7bebc,697,500,4
21979676-c10c-47bf-a365-eee8bd9ff381,265,456,9
454684dd-77ca-42fd-8f85-463b0cd53318,801,108,1
65c64a0d-0ace-44ab-b146-6a056bc1808b,425,424,4
6b53e160-77b1-4372-a84e-4e54b5de6e3e,837,489,9
93c504e0-5171-4ebb-a324-58f7d77bad72,900,141,2
376e1896-6bf3-4c2e-9e4d-06ac392b8f15,756,19,2
97db418b-d71d-4389-b641-b9ed36f1d3fe,496,163,4
1aacd0fa-c604-4011-9f58-5495a4fa3371,503,266,3
ca37b63b-cbe9-44e2-a9d5-32addcdfbd5d,909,234,5
eacc8c40-010a-48ba-a4aa-1ac54ba31655,232,51,8
33d35c37-3203-4108-9edb-44c3f9cc0991,912,139,9
c050a587-fa34-4802-8208-ec665cf35f22,218,431,1
374b246d-9bdd-4184-b499-2cde63bb21f4,102,83,3
3fa2c982-c042-449b-85fe-30ab0aa9cfc5,404,58,3
9c9b28f0-6208-4077-b05f-08b0681f7ff0,155,262,2
0bdf2fd6-bde1-4229-8493-bdc2055f5684,288,243,2
d13ac1bd-8d9c-487e-bbbf-d61a021041c9,105,202,7
e58ca168-4ed2-436b-a9d7-ad7294bb8456,212,378,2
8ec2e1cc-4299-4dbb-901b-c1f8cee20b10,925,291,7
84ee89de-acdc-475e-93a9-c09fb1067171,282,373,9
0c5c7a0f-e2c9-49a8-b3ca-845d35086059,558,74,1
a34acf88-c218-4cd5-aef2-b182a22d7589,478,450,5
d7be53d8-ed6a-49e9-9b14-2da8e9306581,709,434,8
374fee97-d076-48a5-ab1e-949835741d22,220,494,3
cea7185f-8319-483b-803f-96ef1003b10c,212,366,1
588f3278-f227-4eae-9b0e-ccb23cc978b4,960,460,2
65d1e194-7463-46dc-8722-a83516734a74,336,407,2
768a61f8-0c13-4843-9391-fbac0d480219,555,496,5
922c14ad-9f70-425d-a125-81ce6599127c,582,325,2
50103fdb-55ac-4694-8d13-7da3f6bb377f,424,150,4
dc1e7427-8346-45ff-b150-b3a8282643e5,19,361,7
9952c43e-a662-4095-9fca-a1b1821f08f4,738,95,2
aed3396e-07bf-4a53-80ea-ad74e2d42afa,953,196,3
7c5f264f-24cb-44c1-aba0-d710ffe0ad8a,484,390,1
2d35da4c-72a8-49fd-bb2e-24edd4fd52f5,849,2,2
449ae467-729e-4812-a0ff-2f63911419bf,14,382,8
97f59cb6-762b-46b6-a860-3b839702b8cf,990,220,2
cc2b30de-8f9e-4cc9-a607-ed8393a28aa9,373,440,4
872e28d7-de1e-4682-a061-ae60fe1cbf2d,324,86,3
4b5abd77-5304-41fc-9b69-66a9952f5140,475,355,9
bed7543b-2793-430d-83af-c6a0e0d5542d,839,185,9
fb06b8bf-d03a-4567-ac9f-b9061d1a98b7,365,91,5
c21a1c99-4300-4a7d-a229-29348bedb600,757,395,6
0afea292-76e1-465d-88fa-897a8ba3268a,609,216,3
67a721c1-feaf-47b4-bf7b-59dd0fe0ac99,637,423,4
4730d00f-9411-4d7c-b3f8-92fb61f8ceca,110,120,4
cb59ec49-6798-4748-ba45-39e8dc11fbf2,84,281,4
a5c2eec1-6efb-4c78-9d81-bb0a19e380cd,565,80,4
6454035b-52e6-466f-9cc9-d9ea329b2c75,127,24,5
ac739f82-5497-48a3-9b54-594decf71afa,385,65,3
7c056a78-371f-4a6b-a706-20df3cd74882,777,3,9
ce7ccdfd-bb39-484c-9bcf-5e03e518b965,184,61,2
39c9df7e-d505-4e8d-a2b1-a53cbe74eba5,473,145,5
e8a5954a-411c-45f2-a900-c0e9ab894bd6,435,375,7
69feaa51-191c-47b9-ab3d-ddd12237df5e,946,323,4
57cc2a7a-97d4-4c5a-a030-07e0c484045c,829,349,3
b57ed0f6-eb53-41ed-bd2e-1d14268fbaf6,81,432,9
a500525f-b9c0-4855-a205-1c3158d9114d,197,458,4
13427b18-d5eb-49c0-903d-0c38d6895ea9,845,172,1
31cea427-f346-42a6-8d57-9253b2ec7331,104,227,1
477ce8a8-57e8-4fce-aeb2-6e4951f5c454,107,72,7
350a4857-60c9-4f04-b12b-89797081df9c,66,213,4
2d317946-03a4-4501-96b3-80e42433c287,391,329,6
28799fff-cdff-4327-a917-b6801e221b5c,142,440,7
293b30a1-e13b-4bfb-aede-3d0dbb5b81a1,706,357,2
832c75fd-6144-44e2-95dd-a28d86d0eaa9,485,250,6
2cdb138e-81a8-448d-a54b-91c595d223f1,42,85,6
3069661b-2727-415f-8503-b34ed79dcbfd,45,203,3
8a973ad8-e7df-48a0-83d3-4d8d38dbdb01,784,275,9
aae9629e-6b56-4f18-a2cd-b5d006bd436d,344,30,5
667d4fec-0876-4845-b63c-4770a4e9749c,34,182,5
527ca49f-3bb1-4acf-9b55-c2a6ee53d8ab,941,102,9
0c3937a7-87fc-4c65-b2b9-5a427463d3d0,653,162,7
f2557467-5e9d-4867-96fe-e915ad976062,38,489,5
8df716ee-1e38-483a-b501-86a2a2738508,972,412,5
1407d3ac-42e7-4296-aac7-c0034cb99d29,663,447,6
da891b4d-0520-43d7-9e21-c5fb3c2e8915,17,450,6
b080587c-f380-4f64-9502-c9fe83e6564f,2,478,7
5786a181-a052-4c40-8fad-4758f4bc3500,25,230,6
3b69abe5-857d-4a4d-855e-9332300ad82c,852,171,8
54c87e52-3fb6-42bc-963e-6243af230d2e,889,18,6
f1b31d5e-befe-47e7-940f-4a377a5f355b,588,286,9
1d5fc005-bd6b-4f57-8710-8b33ffdaf02a,439,438,5
71ee7b1c-1a27-463d-94d1-61f4839855e5,243,422,5
d5249423-22f9-4896-a0bc-9f5229a50e04,884,368,2
44c5aa5b-7eba-4e87-9e6f-d7a078e2b60a,998,299,1
441db899-44a9-4633-baed-786f32b2055c,112,1,9
513986ff-2dc6-4a2e-a8d4-c773d0539693,620,389,6
8a70ba44-537a-42bd-8a48-c7c4c5a92c18,940,64,3
49eb182b-9f48-450b-8fd1-41bf7ab27ee4,218,493,9
2f4ce36b-65bd-4215-8907-9c15c0e6cb2c,174,472,2
13caadb8-fecf-48dc-92bc-fe95089d6823,840,176,4
12188d6b-c89b-43a7-8eab-acc39279d5ac,356,429,8
ea711cc3-d7e9-4c37-a5fe-c04ad2f65b94,210,396,3
4780a8a5-0e1d-41ee-862f-694ac1bd13c1,827,371,5
7c321418-668f-4b54-a8ed-e4223fc061a2,143,156,7
0cd48d48-150b-4ff7-9483-8df3ce7197a7,60,249,9
7f2bc52c-2a01-4da8-926e-0ee8160c1073,441,81,4
c49bd9a0-c5a6-454e-b3b3-9a21e95a4849,127,310,2
338ee909-dcd7-4316-955c-3718aa654da0,672,430,3
9b808a8f-ad5a-4ec1-9d73-e13212d2b7bf,128,435,6
5a76a57d-9553-4657-afa7-57df182fd0d9,527,226,2
578b7e41-d0cc-4037-baa9-0a85e51f62af,235,177,2
0ad5a833-2e40-46cb-b1ee-9266371b3ac2,962,121,8
8bdbe433-83a1-40d6-a186-2c9e03c63837,598,13,6
5a011d67-782c-463b-8a03-1a9999ced775,788,421,9
b28b04eb-c8ea-4e31-ad83-654d729d4391,371,84,5
6c447b12-4737-4774-b651-3942141efa13,341,15,2
be7e3d69-db3b-4d96-a943-bc713891889e,843,483,4
285becbd-8a52-4139-bc3d-46d1af0d0e0d,858,307,3
0d53d5ab-6c7e-4473-98d6-c1da6bb7082f,211,435,6
2ebd5a8e-ee42-4723-baba-465ada154fac,941,19,4
52e42ac6-c838-4614-94f9-f666a578411e,115,235,4
0f175cf5-7a11-415a-b969-8e0380f28baa,919,454,5
3e769f7f-8787-47b6-8a50-3ad790d9a596,367,383,6
75886509-6556-4b7f-a820-d25c7924e75b,580,130,2
ef0cd455-23bb-44ef-bcbf-2fcbd3d90eb5,601,67,2
66effc9e-08be-448b-abcb-0ae5b34dbb13,671,249,5
52968678-b6ef-42c3-9942-8cccd75ed35b,123,82,5
49a0f7b2-9776-47f2-a901-8b72263ec448,19,473,2
186bce96-d6fe-474a-93c2-b144ec9ea9c2,75,32,6
6512dd81-5ad2-43a6-8734-77f0a2e551b2,33,483,5
ff4836b5-d960-4111-8d4f-f6e1e78b9d2d,249,57,2
33f6564e-75ec-4533-8e7f-c89d81212a81,620,271,3
6b126b33-4fc5-48c0-9fc1-02ce489c6028,281,497,5
a095706a-f75b-4dfa-8887-19106fad8e89,943,204,9
31b884a0-6aa5-4ecd-8e11-65e11ad6f62f,307,99,2
1ace8308-d316-4e58-a66b-6fb7eeeb3d3a,563,240,4
944f4ede-0667-4dce-b030-2223e4cb2790,525,92,4
e3c4f8ba-8429-4971-9920-7d64634163c2,711,250,5
91d7dfdf-2cef-4b6e-80d2-3ca8c374d0ad,145,121,2
1bc06f06-f6e0-4093-9512-7c7132c28507,245,390,1
b306c40a-c754-47b5-aa06-8d12d4770055,757,86,5
436335fd-c240-41cf-a3a4-008a8e57daf0,354,497,5
1465a9b2-4275-434c-97cf-83cc72cc8b83,810,141,7
5c9eebfe-0c4b-49ec-b772-cabccb3788d6,382,336,7
91ec70ed-83e2-47e7-bc34-5278d142aa95,193,195,9
a6bf790b-6b92-42ad-ba7b-77c2b36a7e66,482,246,9
97d7e007-a2d7-418a-8013-8a72293ba6d5,404,57,9
a4794d99-3e33-4eb1-906c-a66c2436974b,958,366,5
f5e2ee3b-fefe-4cc4-9afa-126502b14dc0,352,385,6
7d9f8c55-7d60-4bf4-b24a-615976cdc6d2,907,283,7
f4609ad8-9cd2-4721-8810-db4a9175110b,741,477,5
0a6c9f6d-8e15-4706-8704-c0951028033d,558,74,1
842687d0-3707-47a9-89e5-6395c1cd989f,301,473,8
3ddcd1ce-ae10-4331-8b57-b5e84511e731,517,94,9
3f3c27c4-d566-4aa6-bcb7-5c3067df8db7,937,144,3
83ce6833-7af7-4838-8ff7-0ef5137b59a8,679,157,6
0a7c67e8-1d85-428c-821d-657c2f57381c,951,255,2
162b53e4-ee08-4349-9d83-8467a84ba7ee,54,374,8
9bfe26a8-eff1-4ecb-8dda-6633d6555f61,75,376,1
99c72122-727e-4708-b5a5-ecc6126f952e,364,131,8
45366bf4-e039-406a-b19d-8aeae32966a6,404,473,4
3e3a3760-eaba-484a-8101-1c7120a2ed7b,681,415,3
c8283f8d-55be-4cb7-a9a9-0e1aee1b0b8d,232,306,1
8df5a165-4cea-4176-a539-e87f0b27c251,733,176,6
8ed61454-0785-46ed-8d1d-8d5d0bfc6015,199,151,7
15676e85-4901-4bc5-9393-ae713e488884,802,184,7
6940c6d4-4a41-455a-9f51-39d27e2c3676,542,302,6
ed5a416f-9bb7-4d1e-adbe-2d720239e12c,861,134,4
d6e3393c-f770-4c2c-a07b-186014842e24,104,104,2
3aa1ef6f-2d5b-455c-a228-c77842f543da,78,321,7
210545b5-7859-43ef-912b-930f05537f03,233,373,8
b8aa708f-9e91-48b8-a621-c4661a36c61a,60,406,2
11bb6fcf-7ebf-4300-b909-9a02f5cf8a57,729,151,7
0ddbf8f5-13b7-4e11-a305-9726c32d506e,746,383,1
44fa85d6-caa9-4761-b58b-6a0860045497,970,405,6
91090dce-4863-433c-9b33-04c0273e2bea,76,219,1
608b76b9-6f7d-4595-a102-9133f1d3d7d9,128,402,5
6d2e9148-6474-463c-aea6-54cedac06fa8,64,255,5
4ebebc03-bc92-40bf-8231-86f661f9fe79,676,60,6
764fdc0a-68df-412c-b235-2abbb73148de,893,391,4
760c4025-fa68-469f-a5f0-d2aa27f5d456,492,116,4
7c02d4f4-e435-4101-a931-5d532385ae5e,759,228,9
45eacaed-07a7-4cb8-9b3c-66c3293d6a71,476,408,9
80de21b4-25db-453f-b014-02dd3274f4c3,568,13,7
2c6252c8-5ceb-4356-b2b9-deef942be14b,918,383,1
36438c98-1177-4c00-924f-0aff6eb41d79,826,400,7
f4054bc5-b7d6-4e93-bbb4-f701ae6eba97,908,290,7
bbd68ed0-a706-43e1-aa2c-42fc38752a27,298,46,1
2db0b527-3252-47b7-8bfc-4681124b3675,670,127,9
8c66ec77-ac92-42b0-9bf4-613114b23d92,260,429,7
